RefNum,age,job,marital,education,housing,loan,contact,day,month,duration,deposit,balance
10025480,50,services,married,secondary,yes,no,,19,may,71,13383,19260
10025481,31,admin.,single,secondary,no,no,,13,june,166,8384.4,111600
10025482,31,blue-collar,married,secondary,yes,no,,14,july,210,,7560
10025483,37,management,married,tertiary,yes,no,,8,august,77,,-21600
10025484,37,management,single,tertiary,yes,no,,29,september,328,19850.4,88740
10025485,48,unemployed,married,primary,yes,no,,7,october,164,70664.4,53280
10025486,31,management,single,tertiary,yes,no,,20,november,154,90360,1124640
10025487,34,technician,married,secondary,no,no,,20,december,84,3960,87120
10025488,32,blue-collar,single,primary,yes,no,,9,january,153,2233.8,2160
10025489,54,management,married,tertiary,no,no,,20,february,155,15874.2,27720
10025490,31,management,single,tertiary,yes,no,,30,march,111,30270.6,109080
10025491,55,services,married,secondary,yes,no,,29,april,91,29201.4,100800
10025492,27,blue-collar,married,secondary,yes,no,,17,may,257,34264.8,101520
10025493,36,blue-collar,married,secondary,yes,no,,30,june,213,0,138780
10025494,33,technician,married,secondary,yes,yes,,30,july,173,0,0
10025495,43,blue-collar,married,primary,yes,no,,24,august,315,26089.2,136260
10025496,42,blue-collar,married,secondary,yes,no,,24,september,190,19386,59940
10025497,48,blue-collar,married,primary,yes,no,,23,october,102,,75240
10025498,41,admin.,single,secondary,no,yes,,23,november,35,,-46080
10025499,36,technician,married,secondary,yes,no,,5,december,83,10647,88920
10025500,32,services,single,secondary,yes,no,,28,january,834,5398.2,15300
10025501,58,management,single,,yes,no,,16,february,244,4863.6,22860
10025502,40,services,married,secondary,yes,no,,23,march,143,11525.4,12420
10025503,31,management,married,tertiary,yes,no,,29,april,1534,,128340
10025504,42,blue-collar,married,primary,yes,no,,18,may,291,,-1800
10025505,34,blue-collar,divorced,secondary,yes,no,,23,june,163,,-52920
10025506,34,technician,married,secondary,yes,no,,24,july,149,7180.2,39960
10025507,35,technician,married,,yes,no,,3,august,33,0,15480
10025508,57,management,divorced,secondary,yes,yes,,5,september,144,0,0
10025509,28,blue-collar,married,primary,no,no,,7,october,40,2689.2,4680
10025510,50,technician,married,secondary,yes,no,,11,november,79,,18540
10025511,46,self-employed,married,tertiary,yes,no,,15,december,112,,-14400
10025512,28,blue-collar,married,secondary,yes,no,,5,january,147,6123.6,23580
10025513,57,,married,,no,no,,10,february,836,2071.8,19080
10025514,49,admin.,married,secondary,no,no,,24,march,290,13563,2700
10025515,56,management,single,tertiary,no,no,,17,april,148,45927,817560
10025516,56,blue-collar,married,secondary,yes,no,,2,may,289,0,30960
10025517,49,management,divorced,tertiary,yes,no,,17,june,345,0,0
10025518,50,management,married,tertiary,yes,no,,2,july,1002,2082.6,19260
10025519,47,admin.,single,secondary,no,no,,21,august,181,2023.2,2700
10025520,45,blue-collar,married,primary,yes,no,,29,september,460,9104.4,18180
10025521,44,unemployed,married,secondary,yes,no,,17,october,129,80096.4,54720
10025522,51,blue-collar,married,tertiary,yes,no,,5,november,76,0,1406880
10025523,34,blue-collar,married,secondary,yes,no,,7,december,111,0,0
10025524,25,management,married,tertiary,yes,yes,,19,january,104,73915.2,141120
10025525,30,blue-collar,married,primary,no,no,,11,february,221,59439.6,464580
10025526,39,unemployed,divorced,secondary,yes,no,,2,march,150,21349.8,91260
10025527,25,student,married,tertiary,yes,no,,3,april,399,,59940
10025528,34,admin.,divorced,secondary,yes,yes,,3,may,115,,-39600
10025529,25,blue-collar,single,secondary,yes,no,,8,june,149,,44820
10025530,33,blue-collar,married,secondary,yes,no,,2,july,92,,-46260
10025531,44,services,divorced,secondary,no,yes,,11,august,111,103030.2,37800
10025532,55,retired,married,secondary,yes,no,,25,september,128,46076.4,3369960
10025533,54,admin.,married,secondary,yes,no,,22,october,192,4879.8,7560
10025534,43,unemployed,married,secondary,yes,no,,23,november,88,13575.6,37800
10025535,35,blue-collar,married,secondary,no,no,,4,december,592,10389.6,58500
10025536,27,services,single,secondary,yes,no,,18,january,105,,22140
10025537,42,blue-collar,married,primary,yes,no,,4,february,62,,-4500
10025538,40,technician,married,secondary,yes,no,,8,march,29,0,11880
10025539,31,blue-collar,married,primary,yes,yes,,9,april,59,0,0
10025540,29,technician,married,tertiary,yes,no,,5,may,247,72691.2,73620
10025541,49,technician,married,secondary,no,no,,10,june,160,39538.8,861300
10025542,59,retired,divorced,primary,yes,no,,13,july,144,0,21780
10025543,37,management,married,tertiary,yes,no,,3,august,346,0,0
10025544,60,blue-collar,married,,yes,no,,29,september,57,26605.8,41580
10025545,25,technician,single,secondary,yes,no,,17,october,396,,204300
10025546,28,admin.,married,secondary,yes,no,,10,november,286,,-36180
10025547,40,services,single,secondary,yes,no,,22,december,400,,-50040
10025548,43,technician,single,tertiary,yes,no,,27,january,282,,2880
10025549,51,blue-collar,married,primary,yes,no,,2,february,38,,-50940
10025550,28,admin.,single,secondary,yes,no,,1,march,252,,-18540
10025551,54,management,married,primary,no,no,,30,april,76,7693.2,20340
10025552,37,blue-collar,married,secondary,yes,no,,7,may,566,11374.2,34920
10025553,35,self-employed,married,tertiary,yes,no,,7,june,167,,44460
10025554,26,management,divorced,tertiary,no,yes,,9,july,127,,-72360
10025555,55,services,single,secondary,yes,no,,17,august,178,,-7200
10025556,57,unemployed,married,secondary,yes,no,,24,september,71,19387.8,696060
10025557,39,blue-collar,divorced,secondary,yes,no,,21,october,109,14513.4,6480
10025558,36,services,married,tertiary,yes,yes,,23,november,120,37706.4,390060
10025559,35,management,single,tertiary,yes,no,,23,december,102,1144.8,43740
10025560,33,blue-collar,married,primary,yes,yes,,23,january,409,1994.4,360
10025561,40,services,single,secondary,yes,no,,28,february,117,23855.4,132660
10025562,31,technician,married,secondary,no,no,,22,march,177,15496.2,51480
10025563,32,management,single,tertiary,no,no,,25,april,757,21313.8,55980
10025564,27,management,single,tertiary,yes,no,,2,may,145,65788.2,97380
10025565,31,services,single,secondary,yes,no,,16,june,124,,533340
10025566,28,blue-collar,single,secondary,yes,no,,26,july,36,,-156780
10025567,33,blue-collar,divorced,secondary,yes,yes,,27,august,94,22932,13500
10025568,31,blue-collar,single,secondary,yes,no,,29,september,189,,467460
10025569,25,services,married,secondary,yes,no,,19,october,24,,-81720
10025570,29,technician,married,secondary,no,no,,15,november,33,0,0
10025571,47,blue-collar,married,primary,yes,no,,24,december,185,13437,54720
10025572,59,blue-collar,divorced,primary,yes,no,,21,january,165,18253.8,39600
10025573,35,management,single,tertiary,yes,no,,8,february,405,17877.6,100980
10025574,33,blue-collar,married,primary,yes,no,,26,march,172,50682.6,37980
10025575,31,management,single,tertiary,yes,no,,30,april,207,48848.4,811620
10025576,42,management,single,tertiary,yes,no,,8,may,325,8100,35280
10025577,26,technician,single,secondary,yes,no,,28,june,57,11295,22320
10025578,34,blue-collar,single,secondary,yes,no,,16,july,102,13757.4,68580
10025579,31,admin.,married,secondary,yes,no,,19,august,378,,33120
10025580,30,blue-collar,single,,yes,yes,,22,september,164,,-26820
10025581,54,admin.,married,,yes,no,,23,october,288,,-60660
10025582,52,blue-collar,single,primary,yes,no,,6,november,154,20442.6,37800
10025583,40,blue-collar,divorced,primary,yes,yes,,30,december,102,12216.6,132660
10025584,56,blue-collar,divorced,secondary,yes,no,,30,january,136,11392.2,13500
10025585,25,student,single,tertiary,yes,no,,11,february,53,11619,115380
10025586,60,retired,married,secondary,yes,no,,22,march,113,18113.4,14040
10025587,43,blue-collar,married,primary,yes,no,,4,april,110,30900.6,280440
10025588,32,entrepreneur,married,,yes,no,,10,may,523,19207.8,40860
10025589,48,blue-collar,divorced,secondary,yes,no,,15,june,231,36014.4,108360
10025590,43,self-employed,single,secondary,yes,no,,25,july,217,47496.6,143640
10025591,37,technician,married,secondary,yes,yes,,28,august,151,17713.8,188460
10025592,52,services,divorced,primary,yes,no,,19,september,179,,19980
10025593,25,services,single,secondary,yes,no,,25,october,293,,-79020
10025594,31,entrepreneur,single,tertiary,yes,no,,15,november,281,6013.8,6660
10025595,35,blue-collar,married,secondary,yes,no,,6,december,363,988.2,65160
10025596,27,admin.,single,secondary,yes,no,,24,january,86,905.4,180
10025597,41,self-employed,married,secondary,yes,no,,5,february,1147,,54720
10025598,34,technician,single,secondary,yes,no,,28,march,209,,-16020
10025599,55,technician,married,secondary,yes,no,,20,april,486,14650.2,49680
10025600,26,blue-collar,married,secondary,yes,no,,20,may,49,22482,51840
10025601,36,blue-collar,married,primary,yes,no,,13,june,170,17323.2,117000
10025602,45,admin.,married,secondary,yes,no,,22,july,539,,30780
10025603,27,technician,married,secondary,yes,no,,21,august,66,,-54360
10025604,31,admin.,married,secondary,no,no,,14,september,51,28472.4,60660
10025605,29,admin.,divorced,secondary,no,no,,20,october,820,21880.8,160380
10025606,26,blue-collar,single,secondary,yes,yes,,3,november,125,23144.4,35820
10025607,46,services,married,secondary,yes,no,,13,december,398,17051.4,179460
10025608,32,entrepreneur,married,tertiary,yes,yes,,27,january,112,3414.6,19440
10025609,25,admin.,single,tertiary,no,no,,10,february,64,4739.4,7200
10025610,54,retired,married,primary,no,no,,23,march,255,62204.4,37440
10025611,31,technician,married,secondary,yes,no,,6,april,34,85721.4,1240200
10025612,33,admin.,single,secondary,yes,no,,26,may,95,,71100
10025613,28,technician,single,tertiary,yes,no,,4,june,140,,-38520
10025614,39,admin.,single,secondary,yes,no,,8,july,788,15654.6,89280
10025615,37,technician,married,secondary,yes,no,,1,august,194,9916.2,32940
10025616,36,blue-collar,married,primary,yes,no,,30,september,165,9806.4,35820
10025617,56,admin.,divorced,primary,yes,no,,11,october,306,14482.8,32220
10025618,59,retired,married,secondary,yes,no,,9,november,63,11957.4,78120
10025619,30,services,single,secondary,yes,no,,15,december,501,11055.6,21960
10025620,59,technician,married,secondary,yes,no,,29,january,832,60672.6,66780
10025621,27,blue-collar,single,secondary,no,no,,5,february,101,10447.2,661500
10025622,29,entrepreneur,single,tertiary,yes,no,,29,march,214,2401.2,1980
10025623,48,services,married,secondary,yes,yes,,12,april,290,3470.4,34920
10025624,44,blue-collar,married,secondary,yes,no,,15,may,388,7923.6,4140
10025625,33,management,single,tertiary,yes,no,,2,june,1495,34891.2,181980
10025626,39,blue-collar,single,primary,yes,no,,26,july,183,,80280
10025627,46,blue-collar,married,primary,yes,no,,28,august,322,,-5220
10025628,28,admin.,married,secondary,yes,yes,,24,september,646,27702,172260
10025629,31,blue-collar,married,secondary,yes,no,,22,october,480,26685,53460
10025630,40,services,single,secondary,yes,no,,5,november,169,16605,159840
10025631,37,blue-collar,single,secondary,yes,no,,30,december,74,7414.2,20700
10025632,29,blue-collar,married,secondary,yes,no,,1,january,146,,31860
10025633,29,blue-collar,married,secondary,yes,no,,22,february,393,,-5040
10025634,24,blue-collar,married,secondary,yes,no,,13,march,744,3583.8,171180
10025635,32,admin.,single,secondary,yes,no,,1,april,593,2813.4,900
10025636,26,admin.,single,secondary,yes,yes,,13,may,215,,105480
10025637,47,entrepreneur,married,,yes,no,,29,june,379,,-260100
10025638,26,blue-collar,single,secondary,yes,no,,23,july,315,,-4140
10025639,28,blue-collar,single,secondary,yes,no,,26,august,162,,-51120
10025640,58,blue-collar,married,secondary,yes,no,,25,september,493,27716.4,209880
10025641,35,management,single,tertiary,yes,no,,18,october,225,,43920
10025642,29,services,single,secondary,yes,no,,26,november,208,,-12960
10025643,56,blue-collar,married,primary,yes,no,,27,december,80,0,251820
10025644,43,blue-collar,married,primary,yes,no,,16,january,3,0,0
10025645,45,blue-collar,married,secondary,yes,no,,1,february,29,12299.4,77580
10025646,31,admin.,single,secondary,yes,yes,,14,march,132,8101.8,23400
10025647,34,blue-collar,married,secondary,yes,no,,30,april,379,8467.2,33660
10025648,32,management,married,primary,yes,no,,5,may,101,2316.6,25560
10025649,33,technician,single,secondary,yes,no,,4,june,188,,2520
10025650,28,technician,single,secondary,yes,no,,15,july,386,,-39420
10025651,43,admin.,single,secondary,yes,no,,12,august,457,61101,49500
10025652,49,services,single,secondary,yes,no,,29,september,891,40024.8,905040
10025653,27,services,single,secondary,yes,yes,,28,october,53,9612,21240
10025654,30,services,single,secondary,yes,no,,26,november,446,28863,52200
10025655,32,blue-collar,married,primary,yes,no,,13,december,326,50961.6,191520
10025656,37,services,divorced,secondary,yes,no,,23,january,507,39151.8,162720
10025657,31,technician,single,secondary,yes,no,,26,february,1083,4694.4,113040
10025658,56,retired,married,primary,yes,no,,30,march,123,3974.4,2340
10025659,26,technician,married,tertiary,yes,yes,,1,april,1266,,81000
10025660,43,blue-collar,married,secondary,yes,no,,2,may,160,,-11340
10025661,48,technician,divorced,secondary,yes,no,,10,june,139,20883.6,29520
10025662,31,blue-collar,single,primary,yes,no,,27,july,178,40474.8,177300
10025663,36,services,single,secondary,yes,yes,,27,august,156,19854,110880
10025664,24,blue-collar,married,secondary,yes,no,,16,september,200,15593.4,42660
10025665,29,unemployed,married,secondary,no,yes,,12,october,154,17249.4,68400
10025666,23,admin.,single,secondary,yes,no,,18,november,163,9023.4,52200
10025667,54,entrepreneur,divorced,secondary,yes,no,,7,december,391,5731.2,18720
10025668,24,blue-collar,single,secondary,yes,yes,,25,january,470,9336.6,21060
10025669,25,technician,single,secondary,yes,no,,19,february,268,,49680
10025670,36,technician,single,secondary,yes,no,,16,march,793,,-85500
10025671,40,management,single,,yes,no,,25,april,619,29399.4,150840
10025672,29,admin.,single,secondary,yes,no,,15,may,460,25369.2,68760
10025673,29,admin.,married,primary,yes,no,,24,june,246,25830,112320
10025674,48,blue-collar,single,primary,yes,no,,30,july,194,2313,71280
10025675,23,admin.,single,secondary,no,no,,23,august,413,493.2,900
10025676,37,admin.,single,secondary,no,no,,30,september,574,,3240
10025677,31,blue-collar,married,primary,yes,yes,,3,october,256,,-83520
10025678,29,services,divorced,secondary,yes,no,,16,november,88,43122.6,59400
10025679,56,admin.,married,secondary,yes,no,,12,december,146,,375660
10025680,28,services,single,secondary,yes,no,,7,january,170,,-46800
10025681,44,blue-collar,married,secondary,yes,no,,23,february,596,20876.4,42480
10025682,48,blue-collar,married,secondary,yes,yes,,25,march,139,29082.6,123120
10025683,30,blue-collar,married,secondary,yes,no,,15,april,177,20016,82440
10025684,32,unemployed,married,primary,yes,no,,5,may,577,30335.4,58320
10025685,41,blue-collar,married,primary,yes,yes,,5,june,335,10251,189360
10025686,30,management,divorced,secondary,no,no,,29,july,262,6733.8,6660
10025687,37,blue-collar,married,secondary,yes,no,,23,august,115,26503.2,81720
10025688,30,blue-collar,single,secondary,yes,no,,19,september,116,7252.2,103140
10025689,28,technician,single,secondary,yes,no,,4,october,136,5594.4,6120
10025690,33,technician,single,secondary,no,yes,,29,november,289,5342.4,61380
10025691,41,blue-collar,married,,no,no,,3,december,529,,5580
10025692,42,management,married,secondary,yes,no,,21,january,247,,-34020
10025693,50,admin.,single,secondary,yes,no,,30,february,72,16918.2,76320
10025694,23,student,single,tertiary,yes,no,,12,march,166,46220.4,45000
10025695,38,services,married,secondary,yes,no,,9,april,152,57508.2,569700
10025696,31,blue-collar,divorced,secondary,yes,no,,8,may,220,29889,69660
10025697,35,admin.,single,secondary,yes,no,,28,june,241,46683,153900
10025698,52,admin.,divorced,secondary,yes,no,,16,july,198,18480.6,169920
10025699,36,blue-collar,married,secondary,no,no,,27,august,98,32083.2,24120
10025700,28,blue-collar,single,secondary,yes,no,,19,september,182,136342.8,512100
10025701,27,management,single,tertiary,yes,no,,28,october,391,100148.4,435600
10025702,24,student,single,tertiary,yes,no,,29,november,126,0,276300
10025703,45,management,single,tertiary,no,no,,14,december,55,0,0
10025704,39,technician,married,secondary,yes,no,,15,january,495,,90720
10025705,38,blue-collar,single,secondary,yes,no,,26,february,86,,-59220
10025706,24,blue-collar,married,secondary,yes,no,,21,march,166,11685.6,16920
10025707,35,management,divorced,tertiary,yes,no,,24,april,66,,96840
10025708,32,admin.,divorced,secondary,yes,no,,3,may,155,,-3240
10025709,48,housemaid,divorced,primary,yes,no,,3,june,311,3524.4,4680
10025710,36,entrepreneur,married,primary,yes,no,,23,july,63,17393.4,31860
10025711,46,blue-collar,married,primary,yes,no,,21,august,236,18718.2,113940
10025712,28,technician,single,secondary,yes,no,,13,september,92,24831,36900
10025713,50,admin.,married,secondary,yes,yes,,17,october,298,15316.2,200520
10025714,44,blue-collar,married,secondary,yes,no,,13,november,253,12668.4,14040
10025715,38,management,married,tertiary,yes,no,,21,december,163,61894.8,137160
10025716,33,self-employed,married,primary,yes,no,,19,january,65,19157.4,335160
10025717,57,management,single,tertiary,no,no,,21,february,41,22532.4,13140
10025718,40,technician,married,secondary,yes,yes,,5,march,10,57175.2,463680
10025719,42,management,married,primary,yes,no,,3,april,221,16167.6,84600
10025720,32,services,married,secondary,yes,yes,,18,may,370,0,37080
10025721,55,blue-collar,married,primary,yes,yes,,28,june,467,,0
10025722,25,blue-collar,married,secondary,yes,no,,23,july,241,,-13680
10025723,42,management,divorced,tertiary,yes,no,,19,august,248,72225,315000
10025724,23,admin.,single,secondary,yes,no,,7,september,120,29197.8,198720
10025725,31,blue-collar,married,secondary,yes,yes,,4,october,260,10285.2,51480
10025726,21,student,single,,yes,no,,25,november,198,9558,24660
10025727,34,admin.,married,secondary,yes,yes,,3,december,1727,,44460
10025728,46,entrepreneur,married,tertiary,no,no,,11,january,138,,-7740
10025729,55,blue-collar,married,primary,yes,no,,13,february,115,16817.4,55620
10025730,33,entrepreneur,single,secondary,yes,no,,1,march,212,14126.4,61020
10025731,47,self-employed,divorced,secondary,yes,no,,20,april,58,49293,39240
10025732,33,management,single,tertiary,yes,no,,2,may,456,98301.6,743040
10025733,40,management,single,tertiary,yes,yes,,16,june,145,56111.4,156060
10025734,32,management,single,tertiary,yes,no,,8,july,289,12052.8,242100
10025735,48,technician,divorced,secondary,no,no,,16,august,300,12582,7200
10025736,32,admin.,single,secondary,yes,no,,8,september,264,19494,263880
10025737,26,blue-collar,single,secondary,yes,no,,19,october,181,9277.2,17280
10025738,38,blue-collar,married,secondary,yes,no,,16,november,184,36349.2,59760
10025739,46,services,married,secondary,yes,no,,15,december,148,55823.4,265320
10025740,49,blue-collar,married,secondary,yes,no,,8,january,166,22478.4,140940
10025741,33,management,single,tertiary,no,no,,8,february,65,4174.2,43020
10025742,45,blue-collar,married,secondary,yes,no,,2,march,299,,4860
10025743,32,management,married,tertiary,yes,no,,23,april,93,,-4320
10025744,39,blue-collar,married,secondary,yes,no,,23,may,22,19913.4,4140
10025745,53,blue-collar,married,primary,yes,no,,24,june,170,,1149480
10025746,28,unemployed,single,secondary,yes,no,,30,july,89,,-63540
10025747,31,admin.,married,secondary,yes,no,,8,august,215,,-85320
10025748,34,entrepreneur,single,tertiary,yes,no,,12,september,166,33148.8,128520
10025749,40,blue-collar,married,primary,yes,no,,28,october,109,4962.6,102600
10025750,29,blue-collar,single,secondary,no,no,,22,november,197,8060.4,2880
10025751,34,admin.,single,secondary,yes,no,,9,december,395,47302.2,270720
10025752,38,management,married,tertiary,yes,no,,2,january,1875,,99180
10025753,31,services,married,secondary,yes,no,,5,february,220,,-136620
10025754,32,technician,divorced,secondary,yes,no,,15,march,298,39245.4,197460
10025755,31,services,married,secondary,yes,no,,30,april,123,0,93600
10025756,53,blue-collar,single,,no,no,,13,may,140,0,0
10025757,38,blue-collar,single,,yes,no,,4,june,334,0,103140
10025758,57,blue-collar,married,primary,yes,no,,30,july,73,0,0
10025759,58,entrepreneur,married,tertiary,yes,no,,2,august,186,,26280
10025760,50,blue-collar,married,primary,yes,no,,27,september,78,,-6660
10025761,36,blue-collar,single,secondary,yes,no,,16,october,13,0,16200
10025762,46,blue-collar,married,primary,yes,no,,29,november,51,0,0
10025763,39,admin.,single,secondary,yes,no,,16,december,303,18127.8,223560
10025764,31,admin.,single,secondary,yes,yes,,11,january,159,8834.4,17640
10025765,44,management,single,tertiary,yes,no,,13,february,103,19245.6,53100
10025766,53,admin.,married,secondary,no,yes,,6,march,95,43003.8,83700
10025767,35,technician,married,tertiary,yes,no,,22,april,84,111429,265140
10025768,40,blue-collar,married,secondary,yes,no,,3,may,344,51692.4,561960
10025769,30,technician,single,secondary,yes,no,,18,june,246,12274.2,57060
10025770,33,blue-collar,divorced,secondary,yes,no,,5,july,157,17722.8,31680
10025771,39,blue-collar,married,secondary,yes,no,,28,august,162,1335.6,118980
10025772,25,admin.,single,secondary,yes,yes,,1,september,24,,180
10025773,35,blue-collar,married,primary,yes,no,,27,october,212,,-2160
10025774,43,blue-collar,married,primary,yes,no,,23,november,195,25432.2,252180
10025775,41,entrepreneur,married,tertiary,yes,no,,11,december,143,14106.6,30780
10025776,55,blue-collar,married,primary,yes,no,,8,january,68,17560.8,77580
10025777,49,technician,divorced,secondary,yes,no,,4,february,274,12744,47700
10025778,30,self-employed,married,tertiary,yes,yes,,9,march,227,14349.6,40860
10025779,37,blue-collar,single,secondary,yes,no,,22,april,152,6098.4,60480
10025780,46,unemployed,divorced,secondary,yes,no,,8,may,249,13116.6,7380
